DateTime_x,Temperature,Humidity,CO2PPM,CO2M,pH,WTEMP,EC,Wlevel,Temperature1,Humidity1,Temperature2,Humidity2,Temperature3,Humidity3,CO2PPM4,CO2M4,DateTime_y,Acondition,FreshAir,Mtank,WaterCooler,TubeFan,UV,Humidifier,O3,HallLight,CO2,Nutrition,Acid,CirclePump,SeedPump,SeedSpray,SeedA,SeedA.1,SeedB,SeedC,AA,AB,AC,BA,BB,BC,CA,CB,CC,DA,DB,DC,Motor1L,Motor1R,Motor2R,Motor2L,Motor3R,Motor3L,Motor4L,Motor4R,EqipRoomFan,StandBy,DateTime
2024-09-12 20:06:21.548660,21.9,82.4,404,0.0007342653787493,pH,WTEMP,EC,748,22.5,77.3,21.2,80.3,20.9,82.7,805,0.0014680539023975,2024-09-12 20:06:12.652309,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:06:00
2024-09-12 20:07:23.439289,22.0,82.9,402,0.0007303828561748,pH,WTEMP,EC,748,22.5,77.3,21.2,80.3,20.9,82.7,805,0.0014680539023975,2024-09-12 20:07:14.619034,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:07:00
2024-09-12 20:12:40.527604,22.3,82.9,383,0.0006951556947029,pH,WTEMP,EC,749,22.9,78.4,21.7,82.5,21.4,83.0,715,0.0013017102359531,2024-09-12 20:12:31.717766,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:12:00
2024-09-12 20:16:22.318013,22.2,72.0,370,0.0006717877094972,pH,WTEMP,EC,749,23.1,72.5,21.9,80.2,21.6,74.5,834,0.0015173282442748,2024-09-12 20:16:13.519501,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:16:00
2024-09-12 20:17:24.129981,22.2,68.5,372,0.0006754189944134,pH,WTEMP,EC,749,23.1,72.5,21.9,67.2,21.6,74.5,834,0.0015173282442748,2024-09-12 20:17:15.373796,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:17:00
2024-09-12 20:18:25.995341,22.1,67.9,373,0.0006774640135478,pH,WTEMP,EC,749,23.2,61.0,21.9,67.2,21.2,62.2,834,0.0015193901817564,2024-09-12 20:18:17.205844,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:18:00
2024-09-12 20:19:27.914944,22.2,66.8,373,0.0006772346368715,pH,WTEMP,EC,749,23.2,61.0,21.9,67.2,21.2,62.2,834,0.0015193901817564,2024-09-12 20:19:19.073732,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:19:00
2024-09-12 20:20:29.794329,22.1,63.7,372,0.0006756477561388,pH,WTEMP,EC,749,23.2,61.0,21.5,59.5,21.2,62.2,834,0.0015193901817564,2024-09-12 20:20:20.967181,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:20:00
2024-09-12 20:21:31.705732,22.1,62.2,372,0.0006756477561388,pH,WTEMP,EC,749,23.1,55.7,21.5,59.5,20.6,60.8,702,0.0012815234042553,2024-09-12 20:21:22.899563,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:21:00
2024-09-12 20:22:33.598755,22.0,63.3,371,0.0006740598001016,pH,WTEMP,EC,749,23.1,55.7,21.5,59.5,20.6,60.8,702,0.0012815234042553,2024-09-12 20:22:24.818494,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:22:00
2024-09-12 20:23:35.505632,21.9,65.1,370,0.0006724707676664,pH,WTEMP,EC,749,23.1,55.7,21.2,60.4,20.6,60.8,702,0.0012815234042553,2024-09-12 20:23:26.657163,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:23:00
2024-09-12 20:24:37.380580,22.0,67.0,368,0.0006686091817719,pH,WTEMP,EC,749,23.1,58.1,21.2,60.4,20.4,65.0,702,0.0012823965252938,2024-09-12 20:24:28.628703,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:24:00
2024-09-12 20:25:39.292981,22.1,67.7,365,0.000662933954276,pH,WTEMP,EC,748,23.1,58.1,21.2,60.4,20.4,65.0,702,0.0012823965252938,2024-09-12 20:25:30.465694,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:25:00
2024-09-12 20:26:41.171308,22.0,68.5,363,0.0006595248178892,pH,WTEMP,EC,749,23.1,58.1,21.3,64.2,20.4,65.0,746,0.0013627746550843,2024-09-12 20:26:32.355721,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:26:00
2024-09-12 20:27:43.087384,22.1,68.9,361,0.0006556689246401,pH,WTEMP,EC,749,23.2,60.1,21.3,64.2,20.6,67.5,746,0.0013618468085106,2024-09-12 20:27:34.294584,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:27:00
2024-09-12 20:31:51.465866,22.1,70.1,352,0.0006393226079593,pH,WTEMP,EC,749,23.4,60.7,21.5,65.4,20.6,68.6,724,0.0013216851063829,2024-09-12 20:31:42.684429,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:31:00
2024-09-12 20:32:53.338709,22.1,70.5,354,0.0006429551227773,pH,WTEMP,EC,749,23.4,60.7,21.7,65.7,20.6,68.6,724,0.0013216851063829,2024-09-12 20:32:44.586078,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:32:00
2024-09-12 20:33:55.237163,22.1,68.8,356,0.0006465876375952,pH,WTEMP,EC,750,23.4,60.3,21.7,65.7,20.8,67.8,724,0.0013207858479333,2024-09-12 20:33:46.469535,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2024-09-12 20:33:00
